Date (Tarih) ,Temperature (Sıcaklık) (°C) ,Dew Point (Çiğ Noktası) (°C) ,Humidity (Nem) % ,Wind Speed (Rüzgar Hızı) (mph) ,Pressure (Basınç) (in) ,Wind (Rüzgar Yönü) ,Condition (Durum)
2011-08-17   ,24.89                       ,14.67                        ,           56.89 ,                          9.2  ,                 29.58 ,Kuzeydoğu-Kuzey    ,Açık
2011-08-18   ,24.13                       ,17.0                         ,           67.09 ,                         11.72 ,                 29.68 ,Kuzeydoğu-Kuzey    ,Açık
2011-08-19   ,22.44                       ,13.06                        ,           59.5  ,                         10.25 ,                 29.71 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2011-08-20   ,21.97                       ,13.84                        ,           62.96 ,                          9.58 ,                 29.67 ,Kuzeydoğu-Kuzey    ,Açık
2011-08-21   ,22.46                       ,15.59                        ,           67.57 ,                         11.68 ,                 29.69 ,Kuzeydoğu-Kuzey    ,Açık
2011-08-22   ,23.07                       ,13.36                        ,           59.34 ,                         11.7  ,                 29.72 ,Kuzeydoğu          ,Açık
2011-08-23   ,22.27                       ,14.66                        ,           64.6  ,                         10.96 ,                 29.73 ,Kuzeydoğu          ,Açık
2011-08-24   ,22.87                       ,15.7                         ,           66.57 ,                         10.89 ,                 29.7  ,Kuzeydoğu-Kuzey    ,Açık
2011-08-25   ,23.38                       ,15.46                        ,           64.02 ,                         12.53 ,                 29.68 ,Kuzeydoğu-Kuzey    ,Açık
2011-08-26   ,22.46                       ,15.0                         ,           64.65 ,                         15.16 ,                 29.69 ,Kuzeydoğu          ,Açık
2011-08-27   ,23.25                       ,14.69                        ,           60.87 ,                         15.33 ,                 29.65 ,Kuzeydoğu          ,Açık
2011-08-28   ,22.27                       ,15.48                        ,           67.11 ,                         12.26 ,                 29.6  ,Kuzeydoğu          ,Açık
2011-08-29   ,23.1                        ,16.41                        ,           67.64 ,                          9.85 ,                 29.51 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2011-08-30   ,22.61                       ,15.25                        ,           64.98 ,                          4.88 ,                 29.49 ,Güneybatı          ,Parçalı Bulutlu
2011-08-31   ,22.85                       ,12.4                         ,           54.42 ,                          4.42 ,                 29.52 ,Güneybatı          ,Açık
2011-09-01   ,24.39                       ,13.75                        ,           55.27 ,                          5.64 ,                 29.57 ,Kuzeydoğu-Kuzey    ,Açık
2011-09-02   ,23.89                       ,16.14                        ,           68.29 ,                          8.62 ,                 29.57 ,Kuzeydoğu-Kuzey    ,Açık
2011-09-03   ,22.95                       ,17.4                         ,           73.29 ,                          9.23 ,                 29.58 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2011-09-04   ,22.75                       ,15.38                        ,           66.38 ,                         10.71 ,                 29.03 ,Kuzeydoğu-Kuzey    ,Açık
2011-09-05   ,22.33                       ,14.48                        ,           64.48 ,                         10.24 ,                 29.73 ,Kuzeydoğu-Kuzey    ,Açık
2011-09-06   ,21.67                       ,14.49                        ,           66.3  ,                          9.65 ,                 29.69 ,Kuzeydoğu-Kuzey    ,Açık
2011-09-07   ,21.16                       ,13.03                        ,           61.72 ,                         11.21 ,                 29.57 ,Kuzeydoğu          ,Açık
2011-09-08   ,21.45                       ,13.2                         ,           62.04 ,                          8.48 ,                 29.45 ,Kuzeydoğu-Kuzey    ,Açık
2011-09-09   ,22.59                       ,13.27                        ,           59.06 ,                          6.04 ,                 29.49 ,Kuzeydoğu-Kuzey    ,Açık
2011-09-10   ,23.07                       ,12.03                        ,           51.26 ,                          8.6  ,                 29.72 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2011-09-11   ,21.51                       ,9.66                         ,           51.13 ,                          9.77 ,                 29.74 ,Kuzeydoğu-Kuzey    ,Açık
2011-09-12   ,21.65                       ,12.06                        ,           57.96 ,                         12.48 ,                 29.63 ,Kuzeydoğu          ,Açık
2011-09-13   ,22.59                       ,15.51                        ,           66.54 ,                         12.46 ,                 29.59 ,Kuzeydoğu-Kuzey    ,Açık
2011-09-14   ,22.8                        ,16.26                        ,           70.49 ,                         10.91 ,                 29.6  ,Kuzeydoğu-Kuzey    ,Açık
2011-09-15   ,21.84                       ,17.42                        ,           77.39 ,                          7.64 ,                 29.6  ,Kuzeydoğu-Kuzey    ,Açık
2011-09-16   ,23.07                       ,16.24                        ,           70.7  ,                         11.57 ,                 29.63 ,Kuzeydoğu-Kuzey    ,Açık
2011-09-17   ,23.92                       ,15.67                        ,           62.67 ,                         12.02 ,                 29.64 ,Kuzeydoğu-Kuzey    ,Açık
2011-09-18   ,22.85                       ,14.85                        ,           65.0  ,                         14.95 ,                 29.58 ,Kuzeydoğu-Kuzey    ,Açık
2011-09-19   ,21.6                        ,16.53                        ,           73.29 ,                          7.53 ,                 29.58 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2011-09-20   ,21.13                       ,14.42                        ,           67.91 ,                          7.94 ,                 29.65 ,Kuzeydoğu-Kuzey    ,Açık
2011-09-21   ,21.2                        ,16.33                        ,           74.09 ,                         13.17 ,                 29.51 ,Kuzeydoğu-Kuzey    ,Açık
2011-09-22   ,21.88                       ,18.37                        ,           81.81 ,                         13.32 ,                 29.43 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2011-09-23   ,21.36                       ,15.31                        ,           70.02 ,                         11.47 ,                 29.52 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2011-09-24   ,20.22                       ,13.49                        ,           69.73 ,                          6.93 ,                 29.62 ,Kuzeydoğu          ,Açık
2011-09-25   ,20.23                       ,14.65                        ,           72.02 ,                         10.57 ,                 29.79 ,Kuzeydoğu          ,Açık
2011-09-26   ,18.81                       ,10.5                         ,           60.7  ,                         11.38 ,                 29.88 ,Kuzeydoğu          ,Açık
2011-09-27   ,19.0                        ,10.12                        ,           58.17 ,                         11.65 ,                 29.88 ,Kuzeydoğu          ,Açık
2011-09-28   ,18.43                       ,11.8                         ,           66.69 ,                          9.92 ,                 29.82 ,Kuzeydoğu          ,Açık
2011-09-29   ,19.16                       ,12.25                        ,           67.64 ,                          9.53 ,                 29.77 ,Kuzeydoğu-Kuzey    ,Parçalı Bulutlu
2011-09-30   ,16.52                       ,12.73                        ,           79.24 ,                          8.72 ,                 29.79 ,Kuzeydoğu-Kuzey    ,Çoğunlukla Bulutlu
2011-10-01   ,16.17                       ,10.42                        ,           69.65 ,                          4.13 ,                 29.83 ,Değişken           ,Çoğunlukla Bulutlu
2011-10-02   ,17.1                        ,10.13                        ,           66.66 ,                          4.98 ,                 29.74 ,Kuzeydoğu          ,Açık
2011-10-03   ,17.09                       ,9.05                         ,           62.83 ,                          6.88 ,                 29.84 ,Kuzeydoğu-Kuzey    ,Açık
2011-10-04   ,15.79                       ,9.26                         ,           67.51 ,                          6.36 ,                 29.82 ,Kuzeydoğu-Kuzey    ,Açık
2011-10-05   ,16.21                       ,7.91                         ,           65.66 ,                          7.09 ,                 29.78 ,Kuzeydoğu-Kuzey    ,Açık
2011-10-06   ,17.74                       ,11.37                        ,           68.85 ,                          7.15 ,                 29.75 ,Kuzeydoğu-Kuzey    ,Açık
2011-10-07   ,18.2                        ,10.87                        ,           64.7  ,                          4.57 ,                 29.62 ,Batı-Güneybatı     ,Açık
